,Season,Name,Transfer Sum,From,FromCountry,FromLanguage,FromLanguageFamily,To,ToCountry,ToLanguage,ToLanguageFamily
1874,Zugänge 15/16,Alexandre Barthe,ablösefrei,Ludogorets,Bulgaria,Bulgarian,Slavic,Grasshopper Club Zürich,Switzerland,German,Germanic
1875,Zugänge 15/16,Mergim Brahimi,ablösefrei,FC Wohlen,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1876,Zugänge 15/16,Alban Pnishi,ablösefrei,FC Wohlen,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1877,Zugänge 15/16,Kim Källström,ablösefrei,Spartak Moskau,Russia,Russian,Slavic,Grasshopper Club Zürich,Switzerland,German,Germanic
1878,Zugänge 15/16,Haris Tabakovic,ablösefrei,BSC Young Boys,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1879,Zugänge 15/16,Philippe Senderos,ablösefrei,Aston Villa,England,English,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1880,Zugänge 15/16,Shani Tarashaj,Leihe,FC Everton,England,English,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1881,Zugänge 15/16,Georgi Milanov,Leihe,ZSKA Moskau,Russia,Russian,Slavic,Grasshopper Club Zürich,Switzerland,German,Germanic
1882,Zugänge 15/16,Mateo Matic,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1883,Zugänge 15/16,Jean-Pierre Rhyner,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1884,Zugänge 15/16,Harun Alpsoy,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1885,Zugänge 15/16,Jan Bamert,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1886,Zugänge 15/16,Florian Kamberi,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1887,Abgänge 15/16,Shani Tarashaj,"4,00 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,FC Everton,England,English,Germanic
1888,Abgänge 15/16,Yoric Ravet,"2,00 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1889,Abgänge 15/16,Ulisses Garcia,600 Tsd. €,Grasshopper Club Zürich,Switzerland,German,Germanic,Werder Bremen,Germany,German,Germanic
1890,Abgänge 15/16,Nassim Ben Khalifa,500 Tsd. €,Grasshopper Club Zürich,Switzerland,German,Germanic,Eskisehirspor,Turkey,Turkish,Turkic
1891,Abgänge 15/16,Krisztián Vadócz,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Dep. Alavés,Spain,Spanish,Romance
1892,Abgänge 15/16,Gianluca Hossmann,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,MSV Duisburg II,Germany,German,Germanic
1893,Abgänge 15/16,Sanel Jahic,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,APO Levadiakos,Greece,Greek,Hellenic
1894,Abgänge 15/16,Anatole Ngamukol,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Red Star FC,France,French,Romance
1895,Abgänge 15/16,Etienne Scholz,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
1896,Abgänge 15/16,Daniel Davari,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Arm. Bielefeld,Germany,German,Germanic
1897,Abgänge 15/16,Amir Abrashi,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,SC Freiburg,Germany,German,Germanic
1898,Abgänge 15/16,Michael Lang,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
1899,Abgänge 15/16,Michael Dingsdag,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,NAC Breda,Netherlands,Dutch,Germanic
1900,Abgänge 15/16,Seny Dieng,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,MSV Duisburg,Germany,German,Germanic
1901,Abgänge 15/16,Daniel Pavlovic,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,Frosinone Calc.,Italy,Italian,Romance
1902,Abgänge 15/16,Levent Gülen,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
1903,Abgänge 15/16,Jordan Brown,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wohlen,Switzerland,German,Germanic
1904,Abgänge 15/16,Stéphane Grichting,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1905,Zugänge 14/15,Jordan Brown,290 Tsd. €,FC Wil 1900,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1906,Zugänge 14/15,Nassim Ben Khalifa,150 Tsd. €,VfL Wolfsburg,Germany,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1907,Zugänge 14/15,Kahraba,,Enppi SC,Egypt,Arabic,Semitic,Grasshopper Club Zürich,Switzerland,German,Germanic
1908,Zugänge 14/15,Sherko Gubari,50 Tsd. €,Al-Shorta SC,Egypt,Arabic,Semitic,Grasshopper Club Zürich,Switzerland,German,Germanic
1909,Zugänge 14/15,Yoric Ravet,ablösefrei,Lausanne-Sport,Switzerland,French,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1910,Zugänge 14/15,Krisztián Vadócz,ablösefrei,Pune City,India,Hindi,Indo-Iranian,Grasshopper Club Zürich,Switzerland,German,Germanic
1911,Zugänge 14/15,Vaso Vasic,ablösefrei,FC Schaffhausen,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1912,Zugänge 14/15,Daniel Davari,ablösefrei,E. Braunschweig,Germany,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1913,Zugänge 14/15,Matteo Fedele,Leihe,FC Sion,Switzerland,French,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1914,Zugänge 14/15,Gregory Wüthrich,Leihe,BSC Young Boys,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1915,Zugänge 14/15,Alexander Merkel,Leihe,Udinese Calcio,Italy,Italian,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1916,Zugänge 14/15,Nathan Sinkala,Leihe,TP Mazembe,Congo,French,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1917,Zugänge 14/15,Etienne Scholz,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Grasshopper Club Zürich,Switzerland,German,Germanic
1918,Zugänge 14/15,Ulisses Garcia,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1919,Zugänge 14/15,Manuel Kubli,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1920,Zugänge 14/15,Nikola Gjorgjev,-,GC Zürich U18,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1921,Zugänge 14/15,Benjamin Lüthi,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Grasshopper Club Zürich,Switzerland,German,Germanic
1922,Abgänge 14/15,Roman Bürki,"1,80 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,SC Freiburg,Germany,German,Germanic
1923,Abgänge 14/15,Shkëlzen Gashi,"1,50 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
1924,Abgänge 14/15,Veroljub Salatic,"1,30 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,FC Sion,Switzerland,French,Romance
1925,Abgänge 14/15,Mergim Brahimi,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wohlen,Switzerland,German,Germanic
1926,Abgänge 14/15,Albion Avdijaj,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Wolfsburg II,Germany,German,Germanic
1927,Abgänge 14/15,Johan Vonlanthen,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Servette FC,Switzerland,French,Romance
1928,Abgänge 14/15,Nzuzi Toko,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Brighton & Hove,England,English,Germanic
1929,Abgänge 14/15,Steven Lang,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Vaduz,Switzerland,German,Germanic
1930,Abgänge 14/15,Sead Hajrovic,?,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1931,Abgänge 14/15,Imran Bunjaku,?,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Schaffhausen,Switzerland,German,Germanic
1932,Abgänge 14/15,Frank Feltscher,?,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
1933,Abgänge 14/15,Etienne Scholz,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
1934,Abgänge 14/15,Manuel Kubli,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,Rapperswil-Jona,Switzerland,German,Germanic
1935,Abgänge 14/15,Orhan Mustafi,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1936,Abgänge 14/15,Davide Taini,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1937,Abgänge 14/15,Kahraba,Leih-Ende,Grasshopper Club Zürich,Switzerland,German,Germanic,Enppi SC,Egypt,Arabic,Semitic
1938,Abgänge 14/15,Nathan Sinkala,Leih-Ende,Grasshopper Club Zürich,Switzerland,German,Germanic,TP Mazembe,Congo,French,Romance
1939,Zugänge 13/14,Roman Bürki,600 Tsd. €,BSC Young Boys,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1940,Zugänge 13/14,Munas Dabbur,400 Tsd. €,M. Tel Aviv,Israel,Hebrew,Semitic,Grasshopper Club Zürich,Switzerland,German,Germanic
1941,Zugänge 13/14,Caio,200 Tsd. €,Atlético-GO,Brazil,Portuguese,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1942,Zugänge 13/14,Sead Hajrovic,ablösefrei,Arsenal U21,England,English,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1943,Zugänge 13/14,Albion Avdijaj,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1944,Zugänge 13/14,Imran Bunjaku,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1945,Zugänge 13/14,Seny Dieng,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1946,Zugänge 13/14,Shani Tarashaj,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1947,Zugänge 13/14,Orhan Mustafi,Leih-Ende,Ross County,Scotland,English,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1948,Zugänge 13/14,Johan Vonlanthen,-,pausiert,pausiert,pausiert,pausiert,Grasshopper Club Zürich,Switzerland,German,Germanic
1949,Zugänge 13/14,Sanel Jahic,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Grasshopper Club Zürich,Switzerland,German,Germanic
1950,Zugänge 13/14,Mergim Brahimi,Leih-Ende,FC Aarau,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1951,Zugänge 13/14,Michael Dingsdag,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Grasshopper Club Zürich,Switzerland,German,Germanic
1952,Abgänge 13/14,Steven Zuber,"3,60 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,ZSKA Moskau,Russia,Russian,Slavic
1953,Abgänge 13/14,Izet Hajrovic,"3,50 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,Galatasaray,Turkey,Turkish,Turkic
1954,Abgänge 13/14,Milan Vilotic,"2,90 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,BSC Young Boys,Switzerland,German,Germanic
1955,Abgänge 13/14,Levent Gülen,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,Kayserispor,Turkey,Turkish,Turkic
1956,Abgänge 13/14,João Paiva,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wohlen,Switzerland,German,Germanic
1957,Abgänge 13/14,Mergim Brahimi,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
1958,Abgänge 13/14,Johan Vonlanthen,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Schaffhausen,Switzerland,German,Germanic
1959,Abgänge 13/14,Orhan Mustafi,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
1960,Abgänge 13/14,Mergim Brahimi,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wohlen,Switzerland,German,Germanic
1961,Abgänge 13/14,Gianluca Hossmann,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Biel-Bienne,Switzerland,German,Germanic
1962,Abgänge 13/14,Remo Freuler,?,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
1963,Abgänge 13/14,Mohamed Coulibaly,?,Grasshopper Club Zürich,Switzerland,German,Germanic,Bournemouth,England,English,Germanic
1964,Abgänge 13/14,Orhan Mustafi,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,Ross County,Scotland,English,Germanic
1965,Zugänge 12/13,Anatole Ngamukol,800 Tsd. €,FC Thun,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1966,Zugänge 12/13,Milan Vilotic,ablösefrei,Roter Stern,Serbia,Serbian,Slavic,Grasshopper Club Zürich,Switzerland,German,Germanic
1967,Zugänge 12/13,Stéphane Grichting,ablösefrei,AJ Auxerre,France,French,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1968,Zugänge 12/13,Shkëlzen Gashi,ablösefrei,FC Aarau,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1969,Zugänge 12/13,Veroljub Salatic,ablösefrei,Omonia Nikosia,Cyprus,Greek,Hellenic,Grasshopper Club Zürich,Switzerland,German,Germanic
1970,Zugänge 12/13,Nassim Ben Khalifa,Leihe,VfL Wolfsburg,Germany,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1971,Zugänge 12/13,Andreas Hirzel,Leihe,FC Aarau,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1972,Zugänge 12/13,Willian Rocha,Leihe,Tombense,Brazil,Portuguese,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1973,Zugänge 12/13,Charyl Chappuis,Leih-Ende,FC Lugano,Switzerland,Italian,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1974,Zugänge 12/13,Marco Kehl-Gómez,Leih-Ende,FC Lugano,Switzerland,Italian,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
1975,Zugänge 12/13,Mohamed Coulibaly,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1976,Zugänge 12/13,Gianluca Hossmann,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1977,Zugänge 12/13,Levent Gülen,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1978,Abgänge 12/13,Raphael Spiegel,400 Tsd. €,Grasshopper Club Zürich,Switzerland,German,Germanic,West Ham Utd.,England,English,Germanic
1979,Abgänge 12/13,Daniël de Ridder,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,SC Heerenveen,Netherlands,Dutch,Germanic
1980,Abgänge 12/13,Sehar Fejzulahi,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
1981,Abgänge 12/13,Paulinho,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
1982,Abgänge 12/13,Davide Callà,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Aarau,Switzerland,German,Germanic
1983,Abgänge 12/13,Davor Landeka,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Siroki Brijeg,Bosnia-Herzegovina,Bosnian,Slavic
1984,Abgänge 12/13,Gianluca D'Angelo,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
1985,Abgänge 12/13,Endogan Adili,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
1986,Abgänge 12/13,Josip Colina,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1987,Abgänge 12/13,Charyl Chappuis,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
1988,Abgänge 12/13,Marco Kehl-Gómez,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
1989,Abgänge 12/13,Steven Lang,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,Servette FC,Switzerland,French,Romance
1990,Abgänge 12/13,Bruno Bertucci,?,Grasshopper Club Zürich,Switzerland,German,Germanic,Neftchi Baku,Azerbaijan,Azerbaijani,Turkic
1991,Abgänge 12/13,Orhan Mustafi,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
1992,Abgänge 12/13,Charyl Chappuis,?,Grasshopper Club Zürich,Switzerland,German,Germanic,Buriram Utd.,Thailand,Thai,Tai-Kaidai
1993,Abgänge 12/13,Iacopo La Rocca,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
1994,Abgänge 12/13,Boris Smiljanic,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1995,Abgänge 12/13,Ricardo Cabanas,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
1996,Zugänge 11/12,Michael Lang,300 Tsd. €,FC St. Gallen,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1997,Zugänge 11/12,Amir Abrashi,150 Tsd. €,FC Winterthur,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1998,Zugänge 11/12,Sehar Fejzulahi,ablösefrei,FC Wil 1900,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
1999,Zugänge 11/12,Davide Taini,ablösefrei,FC Wil 1900,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2000,Zugänge 11/12,João Paiva,ablösefrei,FC Luzern,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2001,Zugänge 11/12,Iacopo La Rocca,ablösefrei,AC Bellinzona,Switzerland,Italian,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
2002,Zugänge 11/12,Davor Landeka,ablösefrei,HNK Rijeka,Croatia,Croatian,Slavic,Grasshopper Club Zürich,Switzerland,German,Germanic
2003,Zugänge 11/12,Daniël de Ridder,ablösefrei,Wigan Athletic,England,English,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2004,Zugänge 11/12,Taulant Xhaka,Leihe,FC Basel,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2005,Zugänge 11/12,Orhan Mustafi,?,FC Basel,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2006,Zugänge 11/12,Frank Feltscher,?,AC Bellinzona,Switzerland,Italian,Romance,Grasshopper Club Zürich,Switzerland,German,Germanic
2007,Zugänge 11/12,Denis Simijonovic,Leihe,FC Winterthur,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2008,Zugänge 11/12,Daniel Pavlovic,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Grasshopper Club Zürich,Switzerland,German,Germanic
2009,Zugänge 11/12,Raphael Spiegel,Leih-Ende,FC Wil 1900,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2010,Zugänge 11/12,Mergim Brahimi,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2011,Zugänge 11/12,Moritz Bauer,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2012,Zugänge 11/12,Remo Freuler,-,GC Zürich U21,Switzerland,German,Germanic,Grasshopper Club Zürich,Switzerland,German,Germanic
2013,Zugänge 11/12,Bruno Bertucci,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Grasshopper Club Zürich,Switzerland,German,Germanic
2014,Zugänge 11/12,Johann Vogel,-,Karriereende,Karriereende,Karriereende,Karriereende,Grasshopper Club Zürich,Switzerland,German,Germanic
2015,Abgänge 11/12,Innocent Emeghara,"2,50 Mio. €",Grasshopper Club Zürich,Switzerland,German,Germanic,FC Lorient,France,French,Romance
2016,Abgänge 11/12,Guillermo Vallori,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,1860 München,Germany,German,Germanic
2017,Abgänge 11/12,Josip Colina,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Lugano,Switzerland,Italian,Romance
2018,Abgänge 11/12,Raphael Spiegel,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Wil 1900,Switzerland,German,Germanic
2019,Abgänge 11/12,Enzo Ruiz,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
2020,Abgänge 11/12,Veroljub Salatic,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,Omonia Nikosia,Cyprus,Greek,Hellenic
2021,Abgänge 11/12,Swen König,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
2022,Abgänge 11/12,Mario Frick,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Balzers,Switzerland,German,Germanic
2023,Abgänge 11/12,Raphael Spiegel,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,SC Brühl SG,Switzerland,German,Germanic
2024,Abgänge 11/12,Kay Voser,ablösefrei,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Basel,Switzerland,German,Germanic
2025,Abgänge 11/12,Gianluca D'Angelo,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
2026,Abgänge 11/12,Steven Lang,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,Lausanne-Sport,Switzerland,French,Romance
2027,Abgänge 11/12,Alessandro Riedle,?,Grasshopper Club Zürich,Switzerland,German,Germanic,AC Bellinzona,Switzerland,Italian,Romance
2028,Abgänge 11/12,Vullnet Basha,?,Grasshopper Club Zürich,Switzerland,German,Germanic,Xamax,Switzerland,French,Romance
2029,Abgänge 11/12,Remo Freuler,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Winterthur,Switzerland,German,Germanic
2030,Abgänge 11/12,Charyl Chappuis,Leihe,Grasshopper Club Zürich,Switzerland,German,Germanic,FC Locarno,Switzerland,Italian,Romance
2031,Abgänge 11/12,Samel Sabanovic,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Vereinslos,Vereinslos,Vereinslos,Vereinslos
2032,Abgänge 11/12,Johann Vogel,-,Grasshopper Club Zürich,Switzerland,German,Germanic,Karriereende,Karriereende,Karriereende,Karriereende
2033,Zugänge 20/21,Alexandre Pasche,ablösefrei,Lausanne-Sport,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2034,Zugänge 20/21,Migjen Basha,ablösefrei,Melbourne Vict.,Australia,English,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2035,Zugänge 20/21,Eric Tia,ablösefrei,FC Luzern,Switzerland,German,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2036,Zugänge 20/21,Noah Frick,ablösefrei,FC Vaduz,Switzerland,German,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2037,Zugänge 20/21,Alan Rodriguez,ablösefrei,Standard Res.,Belgium,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2038,Zugänge 20/21,Michael Kempter,ablösefrei,FC Zürich,Switzerland,German,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2039,Zugänge 20/21,Pedro Teixeira,?,BSC Young Boys,Switzerland,German,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2040,Zugänge 20/21,Bruno Morgado,?,Rapperswil-Jona,Switzerland,German,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2041,Zugänge 20/21,Juan Manuel Parapar,?,Stade-Lausanne,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2042,Zugänge 20/21,Maxime Dominguez,?,Lausanne-Sport,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2043,Zugänge 20/21,Yves Kaiser,?,FC Basel,Switzerland,German,Germanic,Neuchâtel Xamax FCS,Switzerland,French,Romance
2044,Zugänge 20/21,Adam Ouattara,?,Team Vaud U21,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2045,Zugänge 20/21,Jason Mbock,Leihe,SCO Angers B,France,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2046,Zugänge 20/21,Louis Mafouta,?,RC Grasse,France,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2047,Zugänge 20/21,Anthony Mossi,-,Vereinslos,Vereinslos,Vereinslos,Vereinslos,Neuchâtel Xamax FCS,Switzerland,French,Romance
2048,Zugänge 20/21,Fabio Saiz,-,Xamax FCS U21,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2049,Zugänge 20/21,Yoan Epitaux,-,Xamax FCS U21,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2050,Zugänge 20/21,Dilan Qela,Leih-Ende,FC Bavois,Switzerland,French,Romance,Neuchâtel Xamax FCS,Switzerland,French,Romance
2051,Abgänge 20/21,Geoffroy Serey Dié,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,FC Sion,Switzerland,French,Romance
2052,Abgänge 20/21,Johan Djourou,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,Nordsjaelland,Denmark,Danish,Germanic
2053,Abgänge 20/21,Matthias Minder,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,Grasshoppers,Switzerland,German,Germanic
2054,Abgänge 20/21,André Neitzke,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,FC Schaffhausen,Switzerland,German,Germanic
2055,Abgänge 20/21,Arbenit Xhemajli,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,AFC Sunderland,England,English,Germanic
2056,Abgänge 20/21,Xavier Kouassi,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,Pau FC,France,French,Romance
2057,Abgänge 20/21,Safet Alic,ablösefrei,Neuchâtel Xamax FCS,Switzerland,French,Romance,Yverdon-Sport,Switzerland,French,Romance
