Column1;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily
1421;20/21;Àlex Carbonell;ablösefrei;FC Valencia;Spain;Spanish;Romance;FC Luzern;Switzerland;German;Germanic
1422;20/21;Martin Frydek;ablösefrei;Sparta Prag;Czech Republic;Czech;Slavic;FC Luzern;Switzerland;German;Germanic
1423;20/21;Louis Schaub;Leihe;1.FC Köln;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1424;20/21;Dejan Sorgic;?;AJ Auxerre;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1425;20/21;Varol Tasar;Leihe;Servette FC;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1426;20/21;Lino Lang;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1427;20/21;Mark Marleku;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1428;20/21;Tyron Owusu;-;Luzern U18;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1429;20/21;Darian Males;2,50 Mio. €;FC Luzern;Switzerland;German;Germanic;Inter Mailand;Italy;Italian;Romance
1430;20/21;Blessing Eleke;1,50 Mio. €;FC Luzern;Switzerland;German;Germanic;Beerschot V.A.;Belgium;French;Romance
1431;20/21;Shkelqim Demhasaj;ablösefrei;FC Luzern;Switzerland;German;Germanic;Grasshoppers;Switzerland;German;Germanic
1432;20/21;Eric Tia;ablösefrei;FC Luzern;Switzerland;German;Germanic;Xamax;Switzerland;French;Romance
1433;20/21;Simon Enzler;Leihe;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
1434;20/21;David Mistrafovic;Leihe;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1435;20/21;Idriz Voca;?;FC Luzern;Switzerland;German;Germanic;Ankaragücü;Turkey;Turkish;Turkic
1436;20/21;Otar Kakabadze;?;FC Luzern;Switzerland;German;Germanic;CD Teneriffa;Spain;Spanish;Romance
1437;20/21;Stefan Wolf;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1438;20/21;Francesco Margiotta;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1439;19/20;Marco Bürki;200 Tsd. €;Zulte Waregem;Belgium;French;Romance;FC Luzern;Switzerland;German;Germanic
1440;19/20;Loïc Jacot;?;Xamax;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1441;19/20;Salah Aziz Binous;?;FC Lugano;Switzerland;Italian;Romance;FC Luzern;Switzerland;German;Germanic
1442;19/20;Francesco Margiotta;?;Lausanne-Sport;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1443;19/20;Marius Müller;?;RB Leipzig;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1444;19/20;Ibrahima Ndiaye;?;Wadi Degla ;Egypt;Arabic;Semitic;FC Luzern;Switzerland;German;Germanic
1445;19/20;Ryder Matos;Leihe;Udinese Calcio;Italy;Italian;Romance;FC Luzern;Switzerland;German;Germanic
1446;19/20;Lorik Emini;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1447;19/20;Ashvin Balaruban;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1448;19/20;Marco Rüedi;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1449;19/20;Darian Males;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1450;19/20;Marco Burch;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1451;19/20;David Mistrafovic;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1452;19/20;Stefan Wolf;Leih-Ende;FC Chiasso;Switzerland;Italian;Romance;FC Luzern;Switzerland;German;Germanic
1453;19/20;Ruben Vargas;4,00 Mio. €;FC Luzern;Switzerland;German;Germanic;FC Augsburg;Germany;German;Germanic
1454;19/20;Valeriane Gvilia;300 Tsd. €;FC Luzern;Switzerland;German;Germanic;Legia Warschau;Poland;Polish;Slavic
1455;19/20;Lazar Cirkovic;ablösefrei;FC Luzern;Switzerland;German;Germanic;Maccabi Netanya;Israel;Hebrew;Semitic
1456;19/20;Remo Arnold;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1457;19/20;Yannick Schmid;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1458;19/20;Dario Ulrich;ablösefrei;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1459;19/20;Christian Schneuwly;ablösefrei;FC Luzern;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
1460;19/20;Tomi Juric;ablösefrei;FC Luzern;Switzerland;German;Germanic;ZSKA Sofia;Bulgaria;Bulgarian;Slavic
1461;19/20;Loïc Jacot;Leihe;FC Luzern;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
1462;19/20;Daniel Follonier;Leihe;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1463;19/20;Stefan Wolf;Leihe;FC Luzern;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance
1464;19/20;Marco Rüedi;Leihe;FC Luzern;Switzerland;German;Germanic;SC Cham;Switzerland;German;Germanic
1465;19/20;Francisco Rodríguez;?;FC Luzern;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance
1466;19/20;Olivier Custodio;?;FC Luzern;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance
1467;19/20;Filip Ugrinic;Leihe;FC Luzern;Switzerland;German;Germanic;FC Emmen;Netherlands;Dutch;Germanic
1468;19/20;Dren Feka;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1469;19/20;Claudio Lustenberger;-;FC Luzern;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1470;18/19;Blessing Eleke;800 Tsd. €;FC Ashdod;Israel;Hebrew;Semitic;FC Luzern;Switzerland;German;Germanic
1471;18/19;Tsiy William Ndenge;650 Tsd. €;Bor. M'gladbach;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1472;18/19;Otar Kakabadze;500 Tsd. €;Gimnàstic;Spain;Spanish;Romance;FC Luzern;Switzerland;German;Germanic
1473;18/19;Eric Tia;ablösefrei;FC Zürich U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1474;18/19;Loïc Jacot;Leihe;Xamax;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1475;18/19;Mirko Salvi;Leihe;Grasshoppers;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1477;18/19;Nicolas Schindelholz;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
1479;18/19;Valeriane Gvilia;Leihe;FC Luzern;Switzerland;German;Germanic;Górnik Zabrze;Poland;Polish;Slavic
1480;18/19;Simon Enzler;Leihe;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1481;18/19;Dario Ulrich;Leihe;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1482;18/19;João Oliveira;?;FC Luzern;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
1483;18/19;Remo Arnold;Leihe;FC Luzern;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1484;18/19;Daniel Follonier;Leihe;FC Luzern;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
1485;18/19;Il-gwan Jong;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1486;17/18;Il-gwan Jong;ablösefrei;Rimyongsu SC;Costa Rica;Spanish;Romance;FC Luzern;Switzerland;German;Germanic
1487;17/18;Christian Schwegler;ablösefrei;RB Salzburg;Austria;German;Germanic;FC Luzern;Switzerland;German;Germanic
1489;17/18;Dren Feka;ablösefrei;Hamburger SV;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1490;17/18;Lazar Cirkovic;?;Partizan;Serbia;Serbian;Slavic;FC Luzern;Switzerland;German;Germanic
1493;17/18;Marvin Schulz;?;Bor. M'gladbach;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1494;17/18;Olivier Custodio;?;Lausanne-Sport;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1495;17/18;Francisco Rodríguez;?;VfL Wolfsburg;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1496;17/18;Shkelqim Demhasaj;?;FC Schaffhausen;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1497;17/18;Valeriane Gvilia;?;BATE Borisov;Belarus;Russian;Slavic;FC Luzern;Switzerland;German;Germanic
1498;17/18;Idriz Voca;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1499;17/18;Ruben Vargas;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1500;17/18;Filip Ugrinic;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1501;17/18;Simon Enzler;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1502;17/18;Stefan Wolf;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1503;17/18;Reto Ziegler;-;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Luzern;Switzerland;German;Germanic
1504;17/18;Markus Neumayr;250 Tsd. €;FC Luzern;Switzerland;German;Germanic;Kasimpasa;Turkey;Turkish;Turkic
1505;17/18;François Affolter;ablösefrei;FC Luzern;Switzerland;German;Germanic;Quakes;United States;English;Germanic
1506;17/18;Olivier Kleiner;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
1507;17/18;Luka Sliskovic;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1508;17/18;Reto Ziegler;ablösefrei;FC Luzern;Switzerland;German;Germanic;"FC Dallas	";United States;English;Germanic
1509;17/18;Ricardo Costa;ablösefrei;FC Luzern;Switzerland;German;Germanic;CD Tondela;Portugal;Portuguese;Romance
1510;17/18;Nicolas Haas;ablösefrei;FC Luzern;Switzerland;German;Germanic;Atal. Bergamo;Italy;Italian;Romance
1511;17/18;Sally Sarr;ablösefrei;FC Luzern;Switzerland;German;Germanic;Servette FC;Switzerland;French;Romance
1512;17/18;Tomislav Puljic;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1514;17/18;Il-gwan Jong;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
1515;17/18;João Oliveira;Leihe;FC Luzern;Switzerland;German;Germanic;Lechia Gdansk;Poland;Polish;Slavic
1516;17/18;Dario Ulrich;Leihe;FC Luzern;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1517;17/18;Omar Thali;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1519;16/17;Lucas;200 Tsd. €;Le Mont LS;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1520;16/17;Ricardo Costa;ablösefrei;FC Granada;Spain;Spanish;Romance;FC Luzern;Switzerland;German;Germanic
1521;16/17;Tomi Juric;ablösefrei;Roda JC;Netherlands;Dutch;Germanic;FC Luzern;Switzerland;German;Germanic
1522;16/17;Simon Grether;ablösefrei;FC Wohlen;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1523;16/17;Francisco Rodríguez;Leihe;VfL Wolfsburg;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1525;16/17;Pascal Schürpf;?;FC Vaduz;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1526;16/17;Silvan Sidler;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1527;16/17;Dario Ulrich;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1528;16/17;Stefan Knezevic;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1529;16/17;Jakob Jantscher;900 Tsd. €;FC Luzern;Switzerland;German;Germanic;C. Rizespor;Turkey;Turkish;Turkic
1530;16/17;Migjen Basha;ablösefrei;FC Luzern;Switzerland;German;Germanic;Bari;Italy;Italian;Romance
1531;16/17;Claudio Holenstein;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Wacker;Austria;German;Germanic
1532;16/17;Sebastian Schachten;ablösefrei;FC Luzern;Switzerland;German;Germanic;FSV Frankfurt;Germany;German;Germanic
1533;16/17;Clemens Fandrich;ablösefrei;FC Luzern;Switzerland;German;Germanic;Erzgebirge Aue;Germany;German;Germanic
1534;16/17;Lorenzo Bucchi;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
1535;16/17;Cristian Ianu;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Muri;Switzerland;German;Germanic
1536;16/17;Jahmir Hyka;ablösefrei;FC Luzern;Switzerland;German;Germanic;Quakes;United States;English;Germanic
1537;16/17;Yannick Schmid;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
1538;16/17;Luka Sliskovic;Leihe;FC Luzern;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1539;16/17;Jérôme Thiesson;?;FC Luzern;Switzerland;German;Germanic;Minnesota Utd.;United States;English;Germanic
1540;16/17;Haxhi Neziraj;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1541;16/17;Kaja Rogulj;-;FC Luzern;Switzerland;German;Germanic;Luzern U21;Switzerland;German;Germanic
1542;16/17;Frane Cirjak;-;FC Luzern;Switzerland;German;Germanic;Luzern U21;Switzerland;German;Germanic
1544;15/16;Markus Neumayr;100 Tsd. €;FC Vaduz;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1545;15/16;Sebastian Schachten;ablösefrei;FC St. Pauli;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1546;15/16;Samed Yesil;Leihe;FC Liverpool;England;English;Germanic;FC Luzern;Switzerland;German;Germanic
1547;15/16;Migjen Basha;ablösefrei;FC Turin;Italy;Italian;Romance;FC Luzern;Switzerland;German;Germanic
1548;15/16;Nico Brandenburger;Leihe;Bor. M'gladbach;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1549;15/16;Clemens Fandrich;?;RB Leipzig;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1550;15/16;Frane Cirjak;?;NK Zadar ;Croatia;Croatian;Slavic;FC Luzern;Switzerland;German;Germanic
1551;15/16;Michael Frey;Leihe;LOSC Lille;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1552;15/16;João Oliveira;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1553;15/16;Remo Arnold;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1554;15/16;Ferid Matri;Leih-Ende;Le Mont LS;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1555;15/16;Luka Sliskovic;Leih-Ende;FC Biel-Bienne;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1556;15/16;Yannick Schmid;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1557;15/16;Olivier Kleiner;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1558;15/16;Luka Sliskovic;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1559;15/16;Cristian Ianu;Leih-Ende;FC Schaffhausen;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1560;15/16;Darío Lezcano;2,50 Mio. €;FC Luzern;Switzerland;German;Germanic;FC Ingolstadt;Germany;German;Germanic
1561;15/16;Remo Freuler;1,95 Mio. €;FC Luzern;Switzerland;German;Germanic;Atal. Bergamo;Italy;Italian;Romance
1562;15/16;Oliver Bozanic;ablösefrei;FC Luzern;Switzerland;German;Germanic;Melbourne Vict.;Australia;English;Germanic
1563;15/16;Fidan Aliti;ablösefrei;FC Luzern;Switzerland;German;Germanic;Sheriff;Moldova;Romanian;Romance
1564;15/16;Thierry Doubai;ablösefrei;FC Luzern;Switzerland;German;Germanic;Bnei Yehuda;Israel;Hebrew;Semitic
1565;15/16;Haxhi Neziraj;Leihe;FC Luzern;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic
1566;15/16;Omar Thali;Leihe;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
1567;15/16;Ridge Mobulu;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
1568;15/16;Adrian Winter;ablösefrei;FC Luzern;Switzerland;German;Germanic;Orlando City SC;United States;English;Germanic
1569;15/16;Alain Wiss;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC St. Gallen;Switzerland;German;Germanic
1570;15/16;Migjen Basha;Leihe;FC Luzern;Switzerland;German;Germanic;Calcio Como;Italy;Italian;Romance
1571;15/16;Ferid Matri;Leihe;FC Luzern;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
1572;15/16;Cristian Ianu;Leihe;FC Luzern;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic
1573;15/16;Jonas Omlin;Leihe;FC Luzern;Switzerland;German;Germanic;Le Mont LS;France;French;Romance
1574;15/16;Claudio Holenstein;Leihe;FC Luzern;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic
1575;15/16;Luka Sliskovic;Leihe;FC Luzern;Switzerland;German;Germanic;FC Biel-Bienne;Switzerland;German;Germanic
1576;15/16;Olivier Kleiner;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
1577;15/16;Cristian Ianu;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
1578;15/16;Sava Bento Miladinovic;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1579;15/16;Ferid Matri;-;FC Luzern;Switzerland;German;Germanic;Luzern U21;Switzerland;German;Germanic
1580;14/15;Cristian Ianu;100 Tsd. €;Lausanne-Sport;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1581;14/15;Tomislav Puljic;ablösefrei;Vereinslos;Vereinslos;Vereinslos;Vereinslos;FC Luzern;Switzerland;German;Germanic
1583;14/15;Ridge Mobulu;ablösefrei;Le Mont LS;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1584;14/15;Claudio Holenstein;ablösefrei;FC Wil 1900;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1585;14/15;Jonas Omlin;ablösefrei;SC Kriens;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1586;14/15;Kaja Rogulj;ablösefrei;Austria Wien;Austria;German;Germanic;FC Luzern;Switzerland;German;Germanic
1587;14/15;Thierry Doubai;ablösefrei;FC Sochaux;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1588;14/15;Jakob Jantscher;ablösefrei;NEC Nijmegen;Netherlands;Dutch;Germanic;FC Luzern;Switzerland;German;Germanic
1589;14/15;Andrés Lamas;40 Tsd. €;Independiente;Argentina;Spanish;Romance;FC Luzern;Switzerland;German;Germanic
1590;14/15;Bryan Rabello;Leihe;FC Sevilla;Spain;Spanish;Romance;FC Luzern;Switzerland;German;Germanic
1591;14/15;Nicolas Haas;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1592;14/15;Omar Thali;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1593;14/15;Yassin Mikari;300 Tsd. €;FC Luzern;Switzerland;German;Germanic;Club Africain;Tunisia;French;Romance
1594;14/15;Andrés Lamas;ablösefrei;FC Luzern;Switzerland;German;Germanic;Barcelona SC;Ecuador;Spanish;Romance
1595;14/15;Dimitar Rangelov;ablösefrei;FC Luzern;Switzerland;German;Germanic;Konyaspor;Turkey;Turkish;Turkic
1596;14/15;Nedim Sacirovic;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
1597;14/15;Daniel Gygax;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic
1598;14/15;Xavier Hochstrasser;ablösefrei;FC Luzern;Switzerland;German;Germanic;Lausanne-Sport;Switzerland;French;Romance
1599;14/15;Florian Stahel;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1600;14/15;Hekuran Kryeziu;Leihe;FC Luzern;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic
1601;14/15;Haxhi Neziraj;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
1602;14/15;Ferid Matri;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic
1603;14/15;Claudio Holenstein;Leihe;FC Luzern;Switzerland;German;Germanic;FC Wohlen;Switzerland;German;Germanic
1604;14/15;Janko Pacar;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1605;14/15;Kevin Holz;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1606;14/15;Gabriel Wüthrich;-;FC Luzern;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1607;14/15;Michel Renggli;-;FC Luzern;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende
1608;14/15;Tomislav Puljic;-;FC Luzern;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos
1609;14/15;Bryan Rabello;Leih-Ende;FC Luzern;Switzerland;German;Germanic;FC Sevilla;Spain;Spanish;Romance
1611;13/14;Ferid Matri;ablösefrei;AJ Auxerre B;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1612;13/14;Kevin Holz;ablösefrei;B. Dortmund U19;Germany;German;Germanic;FC Luzern;Switzerland;German;Germanic
1613;13/14;Lorenzo Bucchi;ablösefrei;FC Fribourg;Switzerland;French;Romance;FC Luzern;Switzerland;German;Germanic
1614;13/14;Yassin Mikari;ablösefrei;FC Sochaux;France;French;Romance;FC Luzern;Switzerland;German;Germanic
1615;13/14;Oliver Bozanic;40 Tsd. €;Central Coast;Australia;English;Germanic;FC Luzern;Switzerland;German;Germanic
1616;13/14;Remo Freuler;?;FC Winterthur;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1617;13/14;Kahraba;Leihe;Enppi SC;Egypt;Arabic;Semitic;FC Luzern;Switzerland;German;Germanic
1618;13/14;Haxhi Neziraj;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1619;13/14;Nedim Sacirovic;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1620;13/14;Fidan Aliti;-;Luzern U21;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1621;13/14;Philipp Muntwiler;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic
1622;13/14;Marijan Urtic;ablösefrei;FC Luzern;Switzerland;German;Germanic;SC Kriens;Switzerland;German;Germanic
