Country_to;Capital_to;Latitude_to;Longitude_to;Season;Name;Transfer Sum;From;FromCountry;FromLanguage;FromLanguageFamily;To;ToCountry;ToLanguage;ToLanguageFamily;Country_from;Capital_from;Latitude_from;Longitude_from
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Dimitri Oberlin;-;FC Zürich U18;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Mike Kleiber;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 14/15;Armin Alesevic;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Portugal;Lisbon;38.722252;-9.139337;Abgänge 14/15;Loris Benito;3,00 Mio. €;FC Zürich;Switzerland;German;Germanic;Benfica;Portugal;Portuguese;Romance;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 14/15;Pedro Henrique;400 Tsd. €;FC Zürich;Switzerland;German;Germanic;Stade Rennes;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Patrick Rossini;Leihe;FC Zürich;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Belgium;Brussels;50.85034;4.35171;Abgänge 14/15;Jorge Teixeira;ablösefrei;FC Zürich;Switzerland;German;Germanic;Stand. Lüttich;Belgium;French;Romance;Switzerland;Bern;46.947974;7.447447
Hungary;Budapest;47.497912;19.040235;Abgänge 14/15;Stjepan Kukuruzovic;ablösefrei;FC Zürich;Switzerland;German;Germanic;Ferencváros;Hungary;Hungarian;Ugric;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Stefan Glarner;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Thun;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Yanick Brecher;Leihe;FC Zürich;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 14/15;Davide Mariani;Leihe;FC Zürich;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 14/15;Asmir Kajevic;-;FC Zürich;Switzerland;German;Germanic;Vereinslos;Vereinslos;Vereinslos;Vereinslos;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Armando Sadiku;500 Tsd. €;FC Lugano;Switzerland;Italian;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Avi Rikan;500 Tsd. €;B. Jerusalem;Israel;Hebrew;Semitic;FC Zürich;Switzerland;German;Germanic;Israel;Tel Aviv;32.0853;34.781768
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Alain Nef;200 Tsd. €;BSC Young Boys;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Ivan Kecojevic;ablösefrei;Gaziantepspor;Turkey;Turkish;Turkic;FC Zürich;Switzerland;German;Germanic;Turkey;Ankara;39.933364;32.859742
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Franck Etoundi;ablösefrei;FC St. Gallen;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Nico Elvedi;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 13/14;Leandro Di Gregorio;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 13/14;Josip Drmic;2,20 Mio. €;FC Zürich;Switzerland;German;Germanic;1.FC Nürnberg;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Leandro Di Gregorio;Leihe;FC Zürich;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;André Gonçalves;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Schaffhausen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 13/14;Milan Gajic;ablösefrei;FC Zürich;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;David Da Costa;380 Tsd. €;FC Thun;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Davide Chiumiento;300 Tsd. €;Vancouver;United States;English;Germanic;FC Zürich;Switzerland;German;Germanic;United States;Washington;38.907192;-77.036871
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Burim Kukeli;ablösefrei;FC Luzern;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Mario Gavranovic;ablösefrei;FC Schalke 04;Germany;German;Germanic;FC Zürich;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Joetex Frimpong;Leihe;FC Grenchen;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Adis Jahovic;Leihe;FC Wil 1900;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Milan Gajic;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Andres Malloth;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Davide Mariani;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Berat Djimsiti;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;André Gonçalves;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 12/13;Maurice Brunner;Leih-Ende;FC Winterthur;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 12/13;Adrian Nikci;600 Tsd. €;FC Zürich;Switzerland;German;Germanic;Hannover 96;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Remo Staubli;100 Tsd. €;FC Zürich;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Cyprus;Nicosia;35.185566;33.382276;Abgänge 12/13;Johnny Leoni;ablösefrei;FC Zürich;Switzerland;German;Germanic;Omonia Nikosia;Cyprus;Greek;Hellenic;Switzerland;Bern;46.947974;7.447447
Portugal;Lisbon;38.722252;-9.139337;Abgänge 12/13;Ramazotti;ablösefrei;FC Zürich;Switzerland;German;Germanic;Gil Vicente;Portugal;Portuguese;Romance;Switzerland;Bern;46.947974;7.447447
Tunisia;Tunis;36.806495;10.181532;Abgänge 12/13;Chaker Zouaghi;ablösefrei;FC Zürich;Switzerland;German;Germanic;Esperance;Tunisia;French;Romance;Switzerland;Bern;46.947974;7.447447
Azerbaijan;Baku;40.409262;49.867092;Abgänge 12/13;Heinz Barmettler;ablösefrei;FC Zürich;Switzerland;German;Germanic;Inter Baku;Azerbaijan;Azerbaijani;Turkic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Silvan Aegerter;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Lugano;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Italy;Rome;41.902784;12.496366;Abgänge 12/13;Jorge Teixeira;Leihe;FC Zürich;Switzerland;German;Germanic;Siena;Italy;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;René Borkovic;?;FC Zürich;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Maurice Brunner;Leihe;FC Zürich;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Andrea Guatelli;-;FC Zürich;Switzerland;German;Germanic;FC Zürich U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Milan Gajic;-;FC Zürich;Switzerland;German;Germanic;FC Zürich U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Mohamed Ali Nafkha;-;FC Zürich;Switzerland;German;Germanic;FC Zürich U21;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 12/13;Ludovic Magnin;-;FC Zürich;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 12/13;Mathieu Beda;-;FC Zürich;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 12/13;Joetex Frimpong;Leih-Ende;FC Zürich;Switzerland;German;Germanic;FC Grenchen;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Pedro Henrique;100 Tsd. €;Caxias-RS;Brazil;Portuguese;Romance;FC Zürich;Switzerland;German;Germanic;Brazil;Brasília;-15.794229;-47.882166
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Stefan Glarner;50 Tsd. €;FC Sion;Switzerland;French;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Asmir Kajevic;ablösefrei;BSK Borca;Serbia;Serbian;Slavic;FC Zürich;Switzerland;German;Germanic;Serbia;Belgrade;44.786568;20.448922
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Ramazotti;ablösefrei;Santo André-SP;Brazil;Portuguese;Romance;FC Zürich;Switzerland;German;Germanic;Brazil;Brasília;-15.794229;-47.882166
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Loris Benito;ablösefrei;FC Aarau;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Scott Sutter;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Josip Drmic;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Maurice Brunner;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Yanick Brecher;-;FC Zürich U21;Switzerland;German;Germanic;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 11/12;Giorgi Ivanishvili;Leih-Ende;AC Bellinzona;Switzerland;Italian;Romance;FC Zürich;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 11/12;Ricardo Rodríguez;8,50 Mio. €;FC Zürich;Switzerland;German;Germanic;VfL Wolfsburg;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Ukraine;Kiev;50.4501;30.5234;Abgänge 11/12;Admir Mehmedi;3,50 Mio. €;FC Zürich;Switzerland;German;Germanic;Dynamo Kiew;Ukraine;Ukrainian;Slavic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 11/12;Dusan Djuric;500 Tsd. €;FC Zürich;Switzerland;German;Germanic;FC Valenciennes;France;French;Romance;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 11/12;Alexandre Alphonse;500 Tsd. €;FC Zürich;Switzerland;German;Germanic;Stade Brest 29;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 11/12;Carlos Silvio;500 Tsd. €;FC Zürich;Switzerland;German;Germanic;Union Berlin;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Xavier Margairaz;375 Tsd. €;FC Zürich;Switzerland;German;Germanic;FC Sion;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Tito Tarchini;ablösefrei;FC Zürich;Switzerland;German;Germanic;FC Chiasso;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Remo Staubli;;FC Zürich;Switzerland;German;Germanic;FC Aarau;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Giorgi Ivanishvili;?;FC Zürich;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;René Borkovic;Leihe;FC Zürich;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Giorgi Ivanishvili;Leihe;FC Zürich;Switzerland;German;Germanic;AC Bellinzona;Switzerland;Italian;Romance;Switzerland;Bern;46.947974;7.447447
Tunisia;Tunis;36.806495;10.181532;Abgänge 11/12;Mohamed Ali Nafkha;Leihe;FC Zürich;Switzerland;German;Germanic;ES Sahel;Tunisia;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 11/12;Florian Stahel;?;FC Zürich;Switzerland;German;Germanic;FC Luzern;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 11/12;Orlando Lattmann;-;FC Zürich;Switzerland;German;Germanic;pausiert;pausiert;pausiert;pausiert;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Silvan Hefti;1,25 Mio. €;FC St. Gallen;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Jordan Lefort;1,00 Mio. €;Amiens SC;France;French;Romance;BSC Young Boys;Switzerland;German;Germanic;France;Paris;48.856614;2.352222
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Quentin Maceiras;ablösefrei;FC Sion;Switzerland;French;Romance;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Guillaume Faivre;ablösefrei;FC Thun;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Jordan Siebatcheu;Leihe;Stade Rennes;France;French;Romance;BSC Young Boys;Switzerland;German;Germanic;France;Paris;48.856614;2.352222
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Pascal Schüpbach;-;BSC YB U21;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Nico Maier;-;BSC YB U21;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Joschua Neuenschwander;Leih-Ende;FC Köniz;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Dario Marzino;Leih-Ende;FC Winterthur;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 20/21;Linus Obexer;Leih-Ende;FC Vaduz;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 20/21;Jordan Lotomba;6,00 Mio. €;BSC Young Boys;Switzerland;German;Germanic;OGC Nizza;France;French;Romance;Switzerland;Bern;46.947974;7.447447
France;Paris;48.856614;2.352222;Abgänge 20/21;Roger Assalé;4,00 Mio. €;BSC Young Boys;Switzerland;German;Germanic;Dijon;France;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Guillaume Hoarau;ablösefrei;BSC Young Boys;Switzerland;German;Germanic;FC Sion;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Dario Marzino;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Pascal Schüpbach;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Winterthur;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Joël Schmied;?;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Pedro Teixeira;?;BSC Young Boys;Switzerland;German;Germanic;NE Xamax;Switzerland;French;Romance;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Jan Kronig;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Wil 1900;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Abgänge 20/21;Linus Obexer;Leihe;BSC Young Boys;Switzerland;German;Germanic;FC Vaduz;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
;;;;Abgänge 20/21;Marco Wölfli;-;BSC Young Boys;Switzerland;German;Germanic;Karriereende;Karriereende;Karriereende;Karriereende;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Marvin Spielmann;2,00 Mio. €;FC Thun;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Christopher Martins Pereira;2,00 Mio. €;Olympique Lyon;France;French;Romance;BSC Young Boys;Switzerland;German;Germanic;France;Paris;48.856614;2.352222
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Vincent Sierro;1,50 Mio. €;SC Freiburg;Germany;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Cédric Zesiger;750 Tsd. €;Grasshoppers;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Fabian Lustenberger;ablösefrei;Hertha BSC;Germany;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Saidy Janko;Leihe;FC Porto;Portugal;Portuguese;Romance;BSC Young Boys;Switzerland;German;Germanic;Portugal;Lisbon;38.722252;-9.139337
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Jordan Lefort;Leihe;Amiens SC;France;French;Romance;BSC Young Boys;Switzerland;German;Germanic;France;Paris;48.856614;2.352222
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Meschack Elia;?;TP Mazembe;Congo;French;Romance;BSC Young Boys;Switzerland;German;Germanic;Congo;Brazzaville;-4.26336;15.242885
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Meschack Elia;?;TP Mazembe;Congo;French;Romance;BSC Young Boys;Switzerland;German;Germanic;Congo;Kinshasa;-4.441931;15.266293
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Frederik Sörensen;Leihe;1.FC Köln;Germany;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Germany;Berlin;52.520007;13.404954
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Esteban Petignat;-;BSC YB U21;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Felix Mambimbi;-;BSC YB U21;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Joël Schmied;-;BSC YB U21;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Switzerland;Bern;46.947974;7.447447;Zugänge 19/20;Joël Schmied;Leih-Ende;FC Wil 1900;Switzerland;German;Germanic;BSC Young Boys;Switzerland;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 19/20;Kevin Mbabu;9,20 Mio. €;BSC Young Boys;Switzerland;German;Germanic;VfL Wolfsburg;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
Germany;Berlin;52.520007;13.404954;Abgänge 19/20;Djibril Sow;9,00 Mio. €;BSC Young Boys;Switzerland;German;Germanic;E. Frankfurt;Germany;German;Germanic;Switzerland;Bern;46.947974;7.447447
